[parents_usual,has_nurs_proper,form_foster,children_more,housing_critical,finance_inconv,social_problematic,class_not_recom]
[parents_usual,has_nurs_proper,form_foster,children_more,housing_critical,finance_inconv,health_recommend,class_priority]
[parents_usual,has_nurs_proper,form_foster,children_more,housing_critical,finance_inconv,health_priority,health_not_recom]
[parents_usual,has_nurs_proper,form_foster,children_more,housing_critical,social_non_prob,social_problematic,class_not_recom]
[parents_usual,has_nurs_proper,form_foster,children_more,housing_critical,social_non_prob,health_recommend,class_priority]
[parents_usual,has_nurs_proper,form_foster,children_more,housing_critical,social_non_prob,health_priority,health_not_recom]
[parents_usual,has_nurs_proper,form_foster,children_more,housing_critical,social_slightly_prob,social_problematic,class_priority]
[parents_usual,has_nurs_proper,form_foster,children_more,housing_critical,social_slightly_prob,health_recommend,class_priority]
[parents_usual,has_nurs_proper,form_foster,children_more,housing_critical,social_slightly_prob,health_priority,health_not_recom]
[parents_usual,has_nurs_proper,form_foster,children_more,finance_conv,finance_inconv,social_problematic,class_recommend]
[parents_usual,has_nurs_proper,form_foster,children_more,finance_conv,finance_inconv,health_recommend,class_priority]
[parents_usual,has_nurs_proper,form_foster,children_more,finance_conv,finance_inconv,health_priority,health_not_recom]
[parents_usual,has_nurs_proper,form_foster,children_more,finance_conv,social_non_prob,social_problematic,class_recommend]
[parents_usual,has_nurs_proper,form_foster,children_more,finance_conv,social_non_prob,health_recommend,class_priority]
[parents_usual,has_nurs_proper,form_foster,children_more,finance_conv,social_non_prob,health_priority,health_not_recom]
[parents_usual,has_nurs_proper,form_foster,children_more,finance_conv,social_slightly_prob,social_problematic,class_priority]
[parents_usual,has_nurs_proper,form_foster,children_more,finance_conv,social_slightly_prob,health_recommend,class_priority]
[parents_usual,has_nurs_proper,form_foster,children_more,finance_conv,social_slightly_prob,health_priority,health_not_recom]
[parents_usual,has_nurs_proper,form_foster,housing_conv,housing_critical,finance_inconv,social_problematic,class_recommend]
[parents_usual,has_nurs_proper,form_foster,housing_conv,housing_critical,finance_inconv,health_recommend,class_priority]
[parents_usual,has_nurs_proper,form_foster,housing_conv,housing_critical,finance_inconv,health_priority,health_not_recom]
[parents_usual,has_nurs_proper,form_foster,housing_conv,housing_critical,social_non_prob,social_problematic,class_recommend]
[parents_usual,has_nurs_proper,form_foster,housing_conv,housing_critical,social_non_prob,health_recommend,class_priority]
[parents_usual,has_nurs_proper,form_foster,housing_conv,housing_critical,social_non_prob,health_priority,health_not_recom]
[parents_usual,has_nurs_proper,form_foster,housing_conv,housing_critical,social_slightly_prob,social_problematic,class_priority]
[parents_usual,has_nurs_proper,form_foster,housing_conv,housing_critical,social_slightly_prob,health_recommend,class_priority]
[parents_usual,has_nurs_proper,form_foster,housing_conv,housing_critical,social_slightly_prob,health_priority,health_not_recom]
[parents_usual,has_nurs_proper,form_foster,housing_conv,finance_conv,finance_inconv,social_problematic,class_recommend]
[parents_usual,has_nurs_proper,form_foster,housing_conv,finance_conv,finance_inconv,health_recommend,class_priority]
[parents_usual,has_nurs_proper,form_foster,housing_conv,finance_conv,finance_inconv,health_priority,health_not_recom]
[parents_usual,has_nurs_proper,form_foster,housing_conv,finance_conv,social_non_prob,social_problematic,class_recommend]
[parents_usual,has_nurs_proper,form_foster,housing_conv,finance_conv,social_non_prob,health_recommend,class_priority]
[parents_usual,has_nurs_proper,form_foster,housing_conv,finance_conv,social_non_prob,health_priority,health_not_recom]
[parents_usual,has_nurs_proper,form_foster,housing_conv,finance_conv,social_slightly_prob,social_problematic,class_priority]
[parents_usual,has_nurs_proper,form_foster,housing_conv,finance_conv,social_slightly_prob,health_recommend,class_priority]
[parents_usual,has_nurs_proper,form_foster,housing_conv,finance_conv,social_slightly_prob,health_priority,health_not_recom]
[parents_usual,has_nurs_proper,form_foster,housing_less_conv,housing_critical,finance_inconv,social_problematic,class_recommend]
[parents_usual,has_nurs_proper,form_foster,housing_less_conv,housing_critical,finance_inconv,health_recommend,class_priority]
[parents_usual,has_nurs_proper,form_foster,housing_less_conv,housing_critical,finance_inconv,health_priority,health_not_recom]
[parents_usual,has_nurs_proper,form_foster,housing_less_conv,housing_critical,social_non_prob,social_problematic,class_recommend]
[parents_usual,has_nurs_proper,form_foster,housing_less_conv,housing_critical,social_non_prob,health_recommend,class_priority]
[parents_usual,has_nurs_proper,form_foster,housing_less_conv,housing_critical,social_non_prob,health_priority,health_not_recom]
[parents_usual,has_nurs_proper,form_foster,housing_less_conv,housing_critical,social_slightly_prob,social_problematic,class_priority]
[parents_usual,has_nurs_proper,form_foster,housing_less_conv,housing_critical,social_slightly_prob,health_recommend,class_priority]
[parents_usual,has_nurs_proper,form_foster,housing_less_conv,housing_critical,social_slightly_prob,health_priority,health_not_recom]
