frozenset(['occupation_cat_2']),frozenset(['short_term_concept']),0.34352941176470586
frozenset(['short_term_concept']),frozenset(['occupation_cat_2']),0.2857142857142857
frozenset(['media_good']),frozenset(['hus_edu_mid']),0.2382697947214076
frozenset(['hus_edu_mid']),frozenset(['media_good']),0.9232954545454546
frozenset(['number_of_children_low']),frozenset(['stnd_of_living_high']),0.43143297380585516
frozenset(['stnd_of_living_high']),frozenset(['number_of_children_low']),0.4093567251461988
frozenset(['hus_edu_mid']),frozenset(['number_of_children_low']),0.4176136363636364
frozenset(['number_of_children_low']),frozenset(['hus_edu_mid']),0.22650231124807396
frozenset(['stnd_of_living_int']),frozenset(['not_working_wife']),0.7510917030567686
frozenset(['not_working_wife']),frozenset(['stnd_of_living_int']),0.15579710144927536
frozenset(['hus_edu_mid']),frozenset(['stnd_of_living_med']),0.3210227272727273
frozenset(['stnd_of_living_med']),frozenset(['hus_edu_mid']),0.26218097447795824
frozenset(['number_of_children_high']),frozenset(['media_good']),0.8777173913043478
frozenset(['media_good']),frozenset(['number_of_children_high']),0.2368035190615836
frozenset(['stnd_of_living_med']),frozenset(['occupation_cat_3']),0.4593967517401392
frozenset(['occupation_cat_3']),frozenset(['stnd_of_living_med']),0.3384615384615384
frozenset(['edu_high']),frozenset(['occupation_cat_1']),0.5389948006932409
frozenset(['occupation_cat_1']),frozenset(['edu_high']),0.7133027522935781
frozenset(['number_of_children_high']),frozenset(['age_mature']),0.6684782608695652
frozenset(['age_mature']),frozenset(['number_of_children_high']),0.467680608365019
frozenset(['not_working_wife']),frozenset(['hus_edu_high']),0.608695652173913
frozenset(['hus_edu_high']),frozenset(['not_working_wife']),0.7474972191323692
frozenset(['media_good']),frozenset(['number_of_children_mid']),0.30938416422287385
frozenset(['number_of_children_mid']),frozenset(['media_good']),0.9254385964912281
frozenset(['age_mid']),frozenset(['not_working_wife']),0.7117486338797814
frozenset(['not_working_wife']),frozenset(['age_mid']),0.47192028985507245
frozenset(['stnd_of_living_high']),frozenset(['occupation_cat_1']),0.4283625730994152
frozenset(['occupation_cat_1']),frozenset(['stnd_of_living_high']),0.6720183486238532
frozenset(['occupation_cat_3']),frozenset(['hus_edu_int']),0.1675213675213675
frozenset(['hus_edu_int']),frozenset(['occupation_cat_3']),0.550561797752809
frozenset(['number_of_children_mid']),frozenset(['stnd_of_living_med']),0.2521929824561404
frozenset(['stnd_of_living_med']),frozenset(['number_of_children_mid']),0.26682134570765664
frozenset(['stnd_of_living_med']),frozenset(['short_term_concept']),0.3642691415313225
frozenset(['short_term_concept']),frozenset(['stnd_of_living_med']),0.3072407045009785
frozenset(['working_wife']),frozenset(['occupation_cat_2']),0.3116531165311653
frozenset(['occupation_cat_2']),frozenset(['working_wife']),0.27058823529411763
frozenset(['edu_mid']),frozenset(['not_working_wife']),0.7829268292682927
frozenset(['not_working_wife']),frozenset(['edu_mid']),0.2907608695652174
frozenset(['number_of_children_low']),frozenset(['edu_high']),0.42989214175654855
frozenset(['edu_high']),frozenset(['number_of_children_low']),0.4835355285961872
frozenset(['media_good']),frozenset(['edu_high']),0.4186217008797654
frozenset(['edu_high']),frozenset(['media_good']),0.9896013864818025
frozenset(['working_wife']),frozenset(['short_term_concept']),0.29810298102981025
frozenset(['short_term_concept']),frozenset(['working_wife']),0.21526418786692758
frozenset(['occupation_cat_2']),frozenset(['stnd_of_living_med']),0.28470588235294114
frozenset(['stnd_of_living_med']),frozenset(['occupation_cat_2']),0.28074245939675174
frozenset(['number_of_children_mid']),frozenset(['short_term_concept']),0.43201754385964913
frozenset(['short_term_concept']),frozenset(['number_of_children_mid']),0.3855185909980431
frozenset(['rel_not_islam']),frozenset(['occupation_cat_2']),0.39090909090909093
frozenset(['occupation_cat_2']),frozenset(['rel_not_islam']),0.20235294117647057
frozenset(['number_of_children_high']),frozenset(['stnd_of_living_med']),0.2934782608695652
frozenset(['stnd_of_living_med']),frozenset(['number_of_children_high']),0.2505800464037123
frozenset(['number_of_children_low']),frozenset(['edu_int']),0.20955315870570107
frozenset(['edu_int']),frozenset(['number_of_children_low']),0.40718562874251496
frozenset(['edu_mid']),frozenset(['occupation_cat_3']),0.46585365853658534
frozenset(['occupation_cat_3']),frozenset(['edu_mid']),0.32649572649572645
frozenset(['working_wife']),frozenset(['stnd_of_living_med']),0.26558265582655827
frozenset(['stnd_of_living_med']),frozenset(['working_wife']),0.22737819025522044
frozenset(['age_low']),frozenset(['edu_mid']),0.37209302325581395
frozenset(['edu_mid']),frozenset(['age_low']),0.1951219512195122
frozenset(['number_of_children_low']),frozenset(['hus_edu_high']),0.6533127889060093
frozenset(['hus_edu_high']),frozenset(['number_of_children_low']),0.47163515016685204
frozenset(['stnd_of_living_int']),frozenset(['hus_edu_mid']),0.3624454148471616
frozenset(['hus_edu_mid']),frozenset(['stnd_of_living_int']),0.23579545454545456
frozenset(['stnd_of_living_med']),frozenset(['long_term_conception']),0.2088167053364269
frozenset(['long_term_conception']),frozenset(['stnd_of_living_med']),0.2702702702702703
frozenset(['rel_islam']),frozenset(['hus_edu_int']),0.13567438148443736
frozenset(['hus_edu_int']),frozenset(['rel_islam']),0.9550561797752809
frozenset(['not_working_wife']),frozenset(['stnd_of_living_high']),0.4438405797101449
frozenset(['stnd_of_living_high']),frozenset(['not_working_wife']),0.7163742690058479
frozenset(['hus_edu_mid']),frozenset(['occupation_cat_3']),0.5482954545454545
frozenset(['occupation_cat_3']),frozenset(['hus_edu_mid']),0.32991452991452985
frozenset(['age_mature']),frozenset(['occupation_cat_3']),0.30418250950570347
frozenset(['occupation_cat_3']),frozenset(['age_mature']),0.2735042735042735
frozenset(['number_of_children_high']),frozenset(['short_term_concept']),0.3233695652173913
frozenset(['short_term_concept']),frozenset(['number_of_children_high']),0.2328767123287671
frozenset(['occupation_cat_3']),frozenset(['stnd_of_living_high']),0.32307692307692304
frozenset(['stnd_of_living_high']),frozenset(['occupation_cat_3']),0.27631578947368424
frozenset(['age_mature']),frozenset(['not_working_wife']),0.7623574144486692
frozenset(['not_working_wife']),frozenset(['age_mature']),0.36322463768115937
frozenset(['age_mid']),frozenset(['number_of_children_low']),0.47267759562841527
frozenset(['number_of_children_low']),frozenset(['age_mid']),0.5331278890600925
frozenset(['occupation_cat_2']),frozenset(['long_term_conception']),0.18588235294117644
frozenset(['long_term_conception']),frozenset(['occupation_cat_2']),0.23723723723723725
frozenset(['no_conception']),frozenset(['edu_low']),0.16375198728139906
frozenset(['edu_low']),frozenset(['no_conception']),0.6776315789473684
frozenset(['media_not_good']),frozenset(['rel_islam']),0.926605504587156
frozenset(['number_of_children_mid']),frozenset(['occupation_cat_3']),0.3859649122807018
frozenset(['occupation_cat_3']),frozenset(['number_of_children_mid']),0.30085470085470084
frozenset(['age_mature']),frozenset(['working_wife']),0.2376425855513308
frozenset(['working_wife']),frozenset(['age_mature']),0.3387533875338753
frozenset(['edu_high']),frozenset(['long_term_conception']),0.3587521663778163
frozenset(['long_term_conception']),frozenset(['edu_high']),0.6216216216216216
frozenset(['stnd_of_living_int']),frozenset(['occupation_cat_3']),0.5283842794759825
frozenset(['occupation_cat_3']),frozenset(['stnd_of_living_int']),0.20683760683760682
frozenset(['age_mature']),frozenset(['short_term_concept']),0.220532319391635
frozenset(['short_term_concept']),frozenset(['age_mature']),0.2270058708414873
frozenset(['number_of_children_high']),frozenset(['rel_islam']),0.904891304347826
frozenset(['rel_islam']),frozenset(['number_of_children_high']),0.2657621707901038
frozenset(['working_wife']),frozenset(['edu_high']),0.4607046070460704
frozenset(['edu_high']),frozenset(['working_wife']),0.29462738301559793
frozenset(['age_low']),frozenset(['no_conception']),0.4744186046511628
frozenset(['no_conception']),frozenset(['age_low']),0.16216216216216217
frozenset(['not_working_wife']),frozenset(['short_term_concept']),0.36322463768115937
frozenset(['short_term_concept']),frozenset(['not_working_wife']),0.7847358121330724
frozenset(['media_good']),frozenset(['hus_edu_high']),0.6400293255131965
frozenset(['hus_edu_high']),frozenset(['media_good']),0.9710789766407119
frozenset(['stnd_of_living_low']),frozenset(['media_good']),0.7751937984496123
frozenset(['working_wife']),frozenset(['occupation_cat_3']),0.3577235772357723
frozenset(['occupation_cat_3']),frozenset(['working_wife']),0.22564102564102562
frozenset(['age_mature']),frozenset(['stnd_of_living_med']),0.24904942965779467
frozenset(['stnd_of_living_med']),frozenset(['age_mature']),0.3039443155452436
