[buying_vhigh,maint_vhigh,doors_2,persons_2,lug_boot_small,safety_low,class_unacc]
[buying_vhigh,maint_vhigh,doors_2,persons_2,lug_boot_small,safety_med,class_unacc]
[buying_vhigh,maint_vhigh,doors_2,persons_2,lug_boot_small,safety_high,class_unacc]
[buying_vhigh,maint_vhigh,doors_2,persons_2,lug_boot_med,safety_low,class_unacc]
[buying_vhigh,maint_vhigh,doors_2,persons_2,lug_boot_med,safety_med,class_unacc]
[buying_vhigh,maint_vhigh,doors_2,persons_2,lug_boot_med,safety_high,class_unacc]
[buying_vhigh,maint_vhigh,doors_2,persons_2,lug_boot_big,safety_low,class_unacc]
[buying_vhigh,maint_vhigh,doors_2,persons_2,lug_boot_big,safety_med,class_unacc]
[buying_vhigh,maint_vhigh,doors_2,persons_2,lug_boot_big,safety_high,class_unacc]
[buying_vhigh,maint_vhigh,doors_2,persons_4,lug_boot_small,safety_low,class_unacc]
[buying_vhigh,maint_vhigh,doors_2,persons_4,lug_boot_small,safety_med,class_unacc]
[buying_vhigh,maint_vhigh,doors_2,persons_4,lug_boot_small,safety_high,class_unacc]
[buying_vhigh,maint_vhigh,doors_2,persons_4,lug_boot_med,safety_low,class_unacc]
[buying_vhigh,maint_vhigh,doors_2,persons_4,lug_boot_med,safety_med,class_unacc]
[buying_vhigh,maint_vhigh,doors_2,persons_4,lug_boot_med,safety_high,class_unacc]
[buying_vhigh,maint_vhigh,doors_2,persons_4,lug_boot_big,safety_low,class_unacc]
[buying_vhigh,maint_vhigh,doors_2,persons_4,lug_boot_big,safety_med,class_unacc]
[buying_vhigh,maint_vhigh,doors_2,persons_4,lug_boot_big,safety_high,class_unacc]
[buying_vhigh,maint_vhigh,doors_2,persons_more,lug_boot_small,safety_low,class_unacc]
[buying_vhigh,maint_vhigh,doors_2,persons_more,lug_boot_small,safety_med,class_unacc]
[buying_vhigh,maint_vhigh,doors_2,persons_more,lug_boot_small,safety_high,class_unacc]
[buying_vhigh,maint_vhigh,doors_2,persons_more,lug_boot_med,safety_low,class_unacc]
[buying_vhigh,maint_vhigh,doors_2,persons_more,lug_boot_med,safety_med,class_unacc]
[buying_vhigh,maint_vhigh,doors_2,persons_more,lug_boot_med,safety_high,class_unacc]
[buying_vhigh,maint_vhigh,doors_2,persons_more,lug_boot_big,safety_low,class_unacc]
[buying_vhigh,maint_vhigh,doors_2,persons_more,lug_boot_big,safety_med,class_unacc]
[buying_vhigh,maint_vhigh,doors_2,persons_more,lug_boot_big,safety_high,class_unacc]
[buying_vhigh,maint_vhigh,doors_3,persons_2,lug_boot_small,safety_low,class_unacc]
[buying_vhigh,maint_vhigh,doors_3,persons_2,lug_boot_small,safety_med,class_unacc]
[buying_vhigh,maint_vhigh,doors_3,persons_2,lug_boot_small,safety_high,class_unacc]
[buying_vhigh,maint_vhigh,doors_3,persons_2,lug_boot_med,safety_low,class_unacc]
[buying_vhigh,maint_vhigh,doors_3,persons_2,lug_boot_med,safety_med,class_unacc]
[buying_vhigh,maint_vhigh,doors_3,persons_2,lug_boot_med,safety_high,class_unacc]
[buying_vhigh,maint_vhigh,doors_3,persons_2,lug_boot_big,safety_low,class_unacc]
[buying_vhigh,maint_vhigh,doors_3,persons_2,lug_boot_big,safety_med,class_unacc]
[buying_vhigh,maint_vhigh,doors_3,persons_2,lug_boot_big,safety_high,class_unacc]
[buying_vhigh,maint_vhigh,doors_3,persons_4,lug_boot_small,safety_low,class_unacc]
[buying_vhigh,maint_vhigh,doors_3,persons_4,lug_boot_small,safety_med,class_unacc]
[buying_vhigh,maint_vhigh,doors_3,persons_4,lug_boot_small,safety_high,class_unacc]
[buying_vhigh,maint_vhigh,doors_3,persons_4,lug_boot_med,safety_low,class_unacc]
[buying_vhigh,maint_vhigh,doors_3,persons_4,lug_boot_med,safety_med,class_unacc]
[buying_vhigh,maint_vhigh,doors_3,persons_4,lug_boot_med,safety_high,class_unacc]
[buying_vhigh,maint_vhigh,doors_3,persons_4,lug_boot_big,safety_low,class_unacc]
[buying_vhigh,maint_vhigh,doors_3,persons_4,lug_boot_big,safety_med,class_unacc]
[buying_vhigh,maint_vhigh,doors_3,persons_4,lug_boot_big,safety_high,class_unacc]
[buying_vhigh,maint_vhigh,doors_3,persons_more,lug_boot_small,safety_low,class_unacc]
[buying_vhigh,maint_vhigh,doors_3,persons_more,lug_boot_small,safety_med,class_unacc]
[buying_vhigh,maint_vhigh,doors_3,persons_more,lug_boot_small,safety_high,class_unacc]
[buying_vhigh,maint_vhigh,doors_3,persons_more,lug_boot_med,safety_low,class_unacc]
[buying_vhigh,maint_vhigh,doors_3,persons_more,lug_boot_med,safety_med,class_unacc]
[buying_vhigh,maint_vhigh,doors_3,persons_more,lug_boot_med,safety_high,class_unacc]
[buying_vhigh,maint_vhigh,doors_3,persons_more,lug_boot_big,safety_low,class_unacc]
[buying_vhigh,maint_vhigh,doors_3,persons_more,lug_boot_big,safety_med,class_unacc]
[buying_vhigh,maint_vhigh,doors_3,persons_more,lug_boot_big,safety_high,class_unacc]
[buying_vhigh,maint_vhigh,doors_4,persons_2,lug_boot_small,safety_low,class_unacc]
[buying_vhigh,maint_vhigh,doors_4,persons_2,lug_boot_small,safety_med,class_unacc]
[buying_vhigh,maint_vhigh,doors_4,persons_2,lug_boot_small,safety_high,class_unacc]
[buying_vhigh,maint_vhigh,doors_4,persons_2,lug_boot_med,safety_low,class_unacc]
[buying_vhigh,maint_vhigh,doors_4,persons_2,lug_boot_med,safety_med,class_unacc]
[buying_vhigh,maint_vhigh,doors_4,persons_2,lug_boot_med,safety_high,class_unacc]
[buying_vhigh,maint_vhigh,doors_4,persons_2,lug_boot_big,safety_low,class_unacc]
