frozenset(['social_non_prob']),frozenset(['class_priority']),0.3506944444444445
frozenset(['class_priority']),frozenset(['social_non_prob']),0.35513361462728554
frozenset(['social_non_prob']),frozenset(['housing_less_conv']),0.3333333333333333
frozenset(['housing_less_conv']),frozenset(['social_non_prob']),0.3333333333333333
frozenset(['children_more']),frozenset(['class_priority']),0.37453703703703706
frozenset(['class_priority']),frozenset(['children_more']),0.3792780121894046
frozenset(['children_more']),frozenset(['social_problematic']),0.3333333333333333
frozenset(['social_problematic']),frozenset(['children_more']),0.3333333333333333
frozenset(['health_priority']),frozenset(['housing_critical']),0.5
frozenset(['housing_critical']),frozenset(['health_priority']),0.3333333333333333
frozenset(['spec_prior']),frozenset(['housing_less_conv']),0.3976261127596439
frozenset(['housing_less_conv']),frozenset(['spec_prior']),0.37222222222222223
frozenset(['housing_conv']),frozenset(['health_priority']),0.3333333333333333
frozenset(['health_priority']),frozenset(['housing_conv']),0.3333333333333333
frozenset(['health_recommend']),frozenset(['parents_pretentious']),0.3333333333333333
frozenset(['parents_pretentious']),frozenset(['health_recommend']),0.3333333333333333
frozenset(['social_non_prob']),frozenset(['housing_critical']),0.5
frozenset(['housing_critical']),frozenset(['social_non_prob']),0.3333333333333333
frozenset(['social_non_prob']),frozenset(['finance_conv']),0.5
frozenset(['finance_conv']),frozenset(['social_non_prob']),0.3333333333333333
frozenset(['health_recommend']),frozenset(['finance_inconv']),0.3333333333333333
frozenset(['finance_inconv']),frozenset(['health_recommend']),0.3333333333333333
frozenset(['form_foster']),frozenset(['housing_critical']),0.5
frozenset(['housing_critical']),frozenset(['form_foster']),0.25
frozenset(['health_priority']),frozenset(['finance_inconv']),0.3333333333333333
frozenset(['finance_inconv']),frozenset(['health_priority']),0.3333333333333333
frozenset(['social_non_prob']),frozenset(['parents_great_pret']),0.3333333333333333
frozenset(['parents_great_pret']),frozenset(['social_non_prob']),0.3333333333333333
frozenset(['social_slightly_prob']),frozenset(['social_problematic']),0.3333333333333333
frozenset(['social_problematic']),frozenset(['social_slightly_prob']),0.3333333333333333
frozenset(['social_slightly_prob']),frozenset(['housing_critical']),0.5
frozenset(['housing_critical']),frozenset(['social_slightly_prob']),0.3333333333333333
frozenset(['class_priority']),frozenset(['parents_pretentious']),0.34786685419596813
frozenset(['parents_pretentious']),frozenset(['class_priority']),0.3435185185185185
frozenset(['parents_usual']),frozenset(['finance_inconv']),0.3333333333333333
frozenset(['finance_inconv']),frozenset(['parents_usual']),0.3333333333333333
frozenset(['social_slightly_prob']),frozenset(['health_not_recom']),0.3333333333333333
frozenset(['health_not_recom']),frozenset(['social_slightly_prob']),0.3333333333333333
frozenset(['health_recommend']),frozenset(['parents_great_pret']),0.3333333333333333
frozenset(['parents_great_pret']),frozenset(['health_recommend']),0.3333333333333333
frozenset(['finance_inconv']),frozenset(['finance_conv']),0.5
frozenset(['finance_conv']),frozenset(['finance_inconv']),0.3333333333333333
frozenset(['health_recommend']),frozenset(['parents_usual']),0.3333333333333333
frozenset(['parents_usual']),frozenset(['health_recommend']),0.3333333333333333
frozenset(['parents_usual']),frozenset(['health_not_recom']),0.3333333333333333
frozenset(['health_not_recom']),frozenset(['parents_usual']),0.3333333333333333
frozenset(['class_priority']),frozenset(['parents_usual']),0.45100796999531173
frozenset(['parents_usual']),frozenset(['class_priority']),0.44537037037037036
frozenset(['social_problematic']),frozenset(['housing_less_conv']),0.3333333333333333
frozenset(['housing_less_conv']),frozenset(['social_problematic']),0.3333333333333333
frozenset(['social_problematic']),frozenset(['finance_conv']),0.5
frozenset(['finance_conv']),frozenset(['social_problematic']),0.3333333333333333
frozenset(['children_more']),frozenset(['health_not_recom']),0.3333333333333333
frozenset(['health_not_recom']),frozenset(['children_more']),0.3333333333333333
frozenset(['social_slightly_prob']),frozenset(['children_more']),0.3333333333333333
frozenset(['children_more']),frozenset(['social_slightly_prob']),0.3333333333333333
frozenset(['class_priority']),frozenset(['finance_conv']),0.4739803094233474
frozenset(['finance_conv']),frozenset(['class_priority']),0.31203703703703706
frozenset(['housing_critical']),frozenset(['children_1']),0.25
frozenset(['children_1']),frozenset(['housing_critical']),0.5
frozenset(['social_non_prob']),frozenset(['health_not_recom']),0.3333333333333333
frozenset(['health_not_recom']),frozenset(['social_non_prob']),0.3333333333333333
frozenset(['social_slightly_prob']),frozenset(['finance_conv']),0.5
frozenset(['finance_conv']),frozenset(['social_slightly_prob']),0.3333333333333333
frozenset(['health_not_recom']),frozenset(['finance_conv']),0.5
frozenset(['finance_conv']),frozenset(['health_not_recom']),0.3333333333333333
frozenset(['finance_inconv']),frozenset(['health_not_recom']),0.3333333333333333
frozenset(['health_not_recom']),frozenset(['finance_inconv']),0.3333333333333333
frozenset(['social_non_prob']),frozenset(['parents_pretentious']),0.3333333333333333
frozenset(['parents_pretentious']),frozenset(['social_non_prob']),0.3333333333333333
frozenset(['form_complete']),frozenset(['housing_critical']),0.5
frozenset(['housing_critical']),frozenset(['form_complete']),0.25
frozenset(['housing_critical']),frozenset(['form_completed']),0.25
frozenset(['form_completed']),frozenset(['housing_critical']),0.5
frozenset(['finance_conv']),frozenset(['housing_less_conv']),0.3333333333333333
frozenset(['housing_less_conv']),frozenset(['finance_conv']),0.5
frozenset(['social_slightly_prob']),frozenset(['housing_less_conv']),0.3333333333333333
frozenset(['housing_less_conv']),frozenset(['social_slightly_prob']),0.3333333333333333
frozenset(['housing_critical']),frozenset(['parents_great_pret']),0.3333333333333333
frozenset(['parents_great_pret']),frozenset(['housing_critical']),0.5
frozenset(['housing_conv']),frozenset(['social_non_prob']),0.3333333333333333
frozenset(['social_non_prob']),frozenset(['housing_conv']),0.3333333333333333
frozenset(['children_more']),frozenset(['finance_inconv']),0.3333333333333333
frozenset(['finance_inconv']),frozenset(['children_more']),0.3333333333333333
frozenset(['housing_conv']),frozenset(['parents_great_pret']),0.3333333333333333
frozenset(['parents_great_pret']),frozenset(['housing_conv']),0.3333333333333333
frozenset(['has_nurs_proper']),frozenset(['class_priority']),0.5185185185185185
frozenset(['class_priority']),frozenset(['has_nurs_proper']),0.31504922644163147
frozenset(['parents_pretentious']),frozenset(['health_not_recom']),0.3333333333333333
frozenset(['health_not_recom']),frozenset(['parents_pretentious']),0.3333333333333333
frozenset(['social_non_prob']),frozenset(['parents_usual']),0.3333333333333333
frozenset(['parents_usual']),frozenset(['social_non_prob']),0.3333333333333333
frozenset(['parents_usual']),frozenset(['housing_less_conv']),0.3333333333333333
frozenset(['housing_less_conv']),frozenset(['parents_usual']),0.3333333333333333
frozenset(['health_recommend']),frozenset(['housing_critical']),0.5
frozenset(['housing_critical']),frozenset(['health_recommend']),0.3333333333333333
frozenset(['parents_usual']),frozenset(['social_problematic']),0.3333333333333333
frozenset(['social_problematic']),frozenset(['parents_usual']),0.3333333333333333
frozenset(['health_priority']),frozenset(['health_not_recom']),1.0
frozenset(['health_not_recom']),frozenset(['health_priority']),1.0
frozenset(['parents_great_pret']),frozenset(['finance_conv']),0.5
frozenset(['finance_conv']),frozenset(['parents_great_pret']),0.3333333333333333
frozenset(['health_priority']),frozenset(['parents_great_pret']),0.3333333333333333
frozenset(['parents_great_pret']),frozenset(['health_priority']),0.3333333333333333
frozenset(['health_recommend']),frozenset(['spec_prior']),0.5708333333333333
frozenset(['spec_prior']),frozenset(['health_recommend']),0.6097922848664689
frozenset(['children_more']),frozenset(['housing_critical']),0.5
frozenset(['housing_critical']),frozenset(['children_more']),0.3333333333333333
frozenset(['parents_pretentious']),frozenset(['finance_inconv']),0.3333333333333333
frozenset(['finance_inconv']),frozenset(['parents_pretentious']),0.3333333333333333
frozenset(['housing_conv']),frozenset(['parents_usual']),0.3333333333333333
frozenset(['parents_usual']),frozenset(['housing_conv']),0.3333333333333333
frozenset(['parents_great_pret']),frozenset(['spec_prior']),0.46805555555555556
frozenset(['spec_prior']),frozenset(['parents_great_pret']),0.5
frozenset(['parents_pretentious']),frozenset(['housing_critical']),0.5
frozenset(['housing_critical']),frozenset(['parents_pretentious']),0.3333333333333333
frozenset(['finance_conv']),frozenset(['form_incomplete']),0.25
frozenset(['form_incomplete']),frozenset(['finance_conv']),0.5
frozenset(['housing_critical']),frozenset(['health_not_recom']),0.3333333333333333
frozenset(['health_not_recom']),frozenset(['housing_critical']),0.5
frozenset(['social_slightly_prob']),frozenset(['parents_pretentious']),0.3333333333333333
frozenset(['parents_pretentious']),frozenset(['social_slightly_prob']),0.3333333333333333
frozenset(['housing_conv']),frozenset(['spec_prior']),0.32037037037037036
frozenset(['spec_prior']),frozenset(['housing_conv']),0.34223541048466866
frozenset(['parents_usual']),frozenset(['finance_conv']),0.5
frozenset(['finance_conv']),frozenset(['parents_usual']),0.3333333333333333
frozenset(['housing_conv']),frozenset(['finance_inconv']),0.3333333333333333
frozenset(['finance_inconv']),frozenset(['housing_conv']),0.3333333333333333
frozenset(['children_more']),frozenset(['finance_conv']),0.5
frozenset(['finance_conv']),frozenset(['children_more']),0.3333333333333333
frozenset(['finance_conv']),frozenset(['form_completed']),0.25
frozenset(['form_completed']),frozenset(['finance_conv']),0.5
frozenset(['health_priority']),frozenset(['parents_pretentious']),0.3333333333333333
frozenset(['parents_pretentious']),frozenset(['health_priority']),0.3333333333333333
frozenset(['housing_critical']),frozenset(['housing_less_conv']),0.3333333333333333
frozenset(['housing_less_conv']),frozenset(['housing_critical']),0.5
frozenset(['social_problematic']),frozenset(['housing_critical']),0.5
frozenset(['housing_critical']),frozenset(['social_problematic']),0.3333333333333333
frozenset(['social_non_prob']),frozenset(['health_recommend']),0.3333333333333333
frozenset(['health_recommend']),frozenset(['social_non_prob']),0.3333333333333333
frozenset(['housing_conv']),frozenset(['parents_pretentious']),0.3333333333333333
